id,sku,revised_sku,price,stock,color_id,size_id,print_option,print_position,max_print_width,max_print_height,print_area_unit,product_id,bulk_discount_plan_id
377,P221.012,Xsi21.012,2.22,3030,21,,23,38,100,5,mm,184,83
378,P221.013,Xwh21.013,2.22,5204,3,,23,38,100,5,mm,184,83
379,P221.089,Xbr21.089,15.82,145,9,,2,28,60,10,mm,185,115
380,P221.131,Xbl21.131,11.04,3816,1,,24,30,6,30,mm,186,116
381,P221.132,Xsi21.132,11.04,1201,21,,24,30,6,30,mm,186,116
382,P221.135,Xbl21.135,11.04,2348,8,,24,30,6,30,mm,186,116
383,P221.221,Gbl21.221,15.44,266,1,,24,1,50,5,mm,187,117
384,P221.251,Gbl21.251,32.26,1408,1,,24,30,8,35,mm,188,20
385,P221.261,Gbl21.261,47.76,3501,1,,34,1,15,80,mm,189,54
386,P221.2701,Gbl1.2701,6.14,3,1,,34,1,50,8,mm,190,118
387,P221.331,Xbl21.331,25.76,1,1,,24,31,8,40,mm,191,8
388,P221.351,Xbl21.351,19.28,3720,1,,24,31,8,40,mm,192,14
389,P221.352,Xsi21.352,16.52,524,21,,24,31,8,40,mm,192,119
390,P221.369,Xbr21.369,23.18,515,9,,2,31,10,40,mm,193,28
391,P221.379,Xbr21.379,7.76,7713,9,,2,31,7,30,mm,194,120
392,P221.401,Xbl21.401,19.28,967,1,,24,30,6,30,mm,195,14
393,P221.431,Xbl21.431,16.58,9,1,,24,1,5,35,mm,196,121
394,P221.501,Gbl21.501,19.28,2208,1,,13,3,33,6,mm,197,14
395,P221.531,Gbl21.531,29.68,2072,1,,24,1,40,100,mm,198,40
396,P221.549,Xbr21.549,7.74,4692,9,,46,43,65,3,mm,199,122
397,P221.551,Xbl21.551,6.6,6575,1,,23,42,30,5,mm,200,123
398,P221.552,Xgr21.552,6.6,1318,4,,23,42,30,5,mm,200,123
399,P221.553,Xwh21.553,6.6,5725,3,,23,42,30,5,mm,200,123
400,P221.602,Xgr21.602,12.84,3839,4,,34,1,40,7,mm,201,49
401,P221.652,Xgr21.652,7.7,8485,4,,24,1,70,8,mm,202,124
402,P239.001,Xbl39.001,3.28,2546,1,,34,13,70,20,mm,203,85
403,P239.003,Xwh39.003,3.28,10,3,,34,13,70,20,mm,203,85
404,P239.104,Xre39.104,0.56,2918,18,,34,1,30,60,mm,204,125
405,P239.192,Xsi39.192,12.88,9330,21,,34,1,15,35,mm,205,2
406,P239.212,Xsi39.212,15.44,766,21,,34,3,15,45,mm,206,117
407,P239.433,Xwh39.433,5.12,15078,3,,34,1,70,10,mm,207,126
408,P239.4402,Xgr9.4402,8.98,5814,4,,34,1,30,20,mm,208,72
409,P239.6501,Xbl9.6501,12.88,4470,1,,2,30,45,20,mm,209,2
410,P239.6601,Xbl9.6601,19.28,5705,1,,59,1,200,200,mm,210,14
411,P239.756,Xye39.756,4.26,2617,15,,12,1,200,100,mm,211,76
412,P239.766,Xye39.766,4.28,4437,15,,12,1,200,100,mm,212,127
413,P239.776,Xye39.776,4.38,2922,15,,12,3,250,200,mm,213,10
414,P261.029,Ubr61.029,21.5,170,9,,3,13,85,20,mm,214,128
415,P261.080,Uof61.080,9.92,1702,10,,18,4,240,100,mm,215,129
416,P261.171,Xbl61.171,7.88,205,1,,24,45,40,10,mm,216,130
417,P261.219,Xbr61.219,16.52,1191,9,,3,24,100,50,mm,217,47
418,P261.250,Uof61.250,3.28,0,10,,18,4,100,100,mm,218,113
419,P261.251,Ubl61.251,3.28,2187,1,,18,4,100,100,mm,218,113
420,P261.252,Ugr61.252,3.28,1107,4,,18,4,100,100,mm,218,113
421,P261.255,Una61.255,3.28,2301,2,,18,4,100,100,mm,218,113
422,P261.257,Ugr61.257,3.28,683,6,,18,4,100,100,mm,218,113
423,P261.339,Ubr61.339,2.72,5621,9,,2,4,100,8,mm,219,131
424,P262.111,Ubl62.111,8.82,1278,1,,59,5,240,120,mm,220,41
425,P262.115,Una62.115,8.82,1342,2,,59,5,240,120,mm,220,41
426,P262.319,Ubr62.319,32.26,918,9,,2,6,20,70,mm,221,20
427,P262.323,Xwh62.323,22.08,196,3,,34,11,80,37,mm,222,46
428,P262.340,Xbl62.340,22.62,200,1,,34,46,30,15,mm,223,132
429,P262.831,Xbl62.831,11.28,1706,1,,59,3,90,90,mm,224,18
430,P262.832,Xgr62.832,11.28,69,4,,59,3,90,90,mm,224,18
431,P262.840,Xof62.840,4.38,11332,10,,59,2,200,150,mm,225,87
432,P262.841,Xbl62.841,4.38,8244,1,,59,2,200,150,mm,225,87
433,P262.843,Xwh62.843,4.38,3324,3,,59,2,200,150,mm,225,87
434,P262.844,Xre62.844,4.38,1945,18,,59,2,200,150,mm,225,87
435,P262.849,Xna62.849,4.38,3049,2,,59,2,200,150,mm,225,87
436,P262.931,Ubl62.931,8.98,2513,1,,34,3,20,50,mm,226,5
437,P262.933,Uwh62.933,8.98,2268,3,,34,3,20,50,mm,226,5
438,P262.941,Ubl62.941,15.44,4090,1,,2,10,65,65,mm,227,117
439,P262.943,Uwh62.943,15.44,3813,3,,2,10,65,65,mm,227,117
440,P262.953,Uwh62.953,9,3129,3,,,,,,,228,133
441,P262.971,Ubl62.971,18.08,2741,1,,,,,,,229,57
442,P262.973,Uwh62.973,18.08,2417,3,,,,,,,229,57
443,P263.071,Uwh63.071,16.96,294,3,,68,,148,105,mm,230,134
444,P263.081,Uwh63.081,7.7,2341,3,,68,,148,105,mm,231,135
445,P263.091,Uwh63.091,9.92,4,3,,68,,148,105,mm,232,129
446,P264.060,Utr64.060,14.68,8,5,,3,10,80,80,mm,233,136
447,P265.121,Xbl65.121,13.24,3885,1,,59,2,80,40,mm,234,137
448,P265.124,Xre65.124,13.24,664,18,,59,2,80,40,mm,234,137
449,P265.241,Xbl65.241,2.14,9668,1,,46,4,35,10,mm,235,138
450,P265.244,Xre65.244,2.14,33031,18,,46,4,35,10,mm,235,138
451,P265.310,Xre65.310,4.38,18172,18,,59,36,80,35,mm,236,139
452,P265.313,Xwh65.313,4.38,20106,3,,59,36,80,35,mm,236,139
453,P265.315,Xna65.315,4.38,14169,2,,59,36,80,35,mm,236,139
454,P265.401,Xbl65.401,9.38,1761,1,,59,1,70,30,mm,237,140
455,P265.411,Xbl65.411,20.66,6503,1,,59,1,80,40,mm,238,75
456,P265.871,Xbl65.871,2.36,797,1,,59,29,60,40,mm,239,
457,P265.872,Xgr65.872,2.36,9082,4,,59,29,60,40,mm,239,
458,P265.875,Xna65.875,2.36,8009,2,,59,29,60,40,mm,239,
459,P265.891,Xbl65.891,0.58,11893,1,,59,31,50,60,mm,240,
460,P265.893,Xwh65.893,0.58,2367,3,,59,31,50,60,mm,240,
461,P265.895,Xna65.895,0.58,6866,2,,59,31,50,60,mm,240,
462,P269.052,Xgr69.052,12.88,6022,4,,34,35,20,50,mm,241,2
463,P269.053,Xwh69.053,12.88,2740,3,,34,35,20,50,mm,241,2
464,P269.055,Xna69.055,12.88,3077,2,,34,35,20,50,mm,241,2
465,P269.082,Xsi69.082,23.18,2366,21,,24,49,85,25,mm,242,24
466,P269.103,Xwh69.103,7.7,3349,3,,2,35,60,90,mm,243,124
467,P269.539,Xwh69.539,4.48,1546,3,,59,36,35,20,mm,244,141
468,P269.551,Xbl69.551,3.16,320,1,,59,2,140,15,mm,245,142
469,P269.555,Xbl69.555,3.16,4558,8,,59,2,140,15,mm,245,142
470,P269.557,Xgr69.557,3.16,3663,6,,59,2,140,15,mm,245,142
471,P269.560,Xtr69.560,15.44,2392,5,,2,10,70,70,mm,246,117
472,P269.572,Xsi69.572,2.58,2323,21,,59,36,45,180,mm,247,79
473,P269.592,Xan69.592,11.56,13710,17,,34,34,20,50,mm,248,61
474,P269.593,Xwh69.593,11.56,10295,3,,34,34,20,50,mm,248,61
475,P269.622,Xsi69.622,19.34,3194,21,,2,35,70,100,mm,249,51
476,P269.632,Xsi69.632,4.42,10145,21,,59,52,25,120,mm,250,143
477,P279.221,Gwh79.221,14.2,116,3,,34,6,80,10,mm,251,
478,P279.319,Xbr79.319,14.36,1373,9,,2,6,100,15,mm,252,38
479,P279.419,Xbr79.419,11.04,1981,9,,2,6,70,40,mm,253,116
480,P279.519,Xbr79.519,8.82,27,9,,2,2,45,12,mm,254,41
481,P279.619,Xbr79.619,8.82,2435,9,,2,6,35,10,mm,255,41
482,P300.161,Gbl00.161,8.7,2506,1,,34,6,20,25,mm,256,144
483,P300.201,Gbl00.201,8.82,2321,1,,59,1,200,150,mm,257,41
484,P300.241,Sbl00.241,25.76,2542,1,,11,30,100,50,mm,258,39
485,P300.261,Sbl00.261,5.62,353,1,,34,54,80,20,mm,259,92
486,P300.321,Xbl00.321,17.46,5237,1,,24,6,20,15,mm,260,145
487,P301.043,Xwh01.043,12.84,4237,3,,34,4,20,13,mm,261,49
488,P301.081,Pbl01.081,31.22,3329,1,,34,10,35,10,mm,262,
489,P301.103,Xwh01.103,6.58,4539,3,,34,10,60,40,mm,263,146
490,P301.113,Xwh01.113,8.82,5905,3,,34,34,60,60,mm,264,147
491,P301.123,Xwh01.123,0,0,3,,34,29,20,40,mm,265,
492,P301.132,Xgr01.132,9.92,3196,4,,34,34,50,40,mm,266,129
493,P301.181,Pbl01.181,38.44,2272,1,,59,36,90,40,mm,267,
494,P301.1903,Xwh1.1903,20.6,2926,3,,34,1,20,60,mm,268,148
495,P301.2401,Xbl1.2401,3.08,19241,1,,34,6,35,10,mm,269,149
496,P301.2501,Xbl1.2501,21.86,3404,1,,59,36,45,35,mm,270,9
497,P301.2601,Xbl1.2601,38.74,4318,1,,34,1,40,80,mm,271,19
498,P301.2701,Ubl1.2701,58.08,1355,1,,34,28,20,30,mm,272,97
499,P301.281,Pbl01.281,48.1,556,1,,34,1,20,35,mm,273,
500,P301.341,Xbl01.341,15.44,4377,1,,34,1,50,15,mm,274,117
501,P301.359,Xbr01.359,1.72,23113,9,,34,10,50,10,mm,275,150
502,P301.379,Xbr01.379,2.58,13686,9,,34,33,60,10,mm,276,79
503,P301.3809,Xbr1.3809,1.16,10755,9,,34,10,25,15,mm,277,151
504,P301.409,Xbr01.409,2.38,11817,9,,34,1,50,40,mm,278,152
505,P301.4101,Xbl1.4101,2.16,38469,1,,34,5,45,60,mm,279,153
506,P301.4103,Xwh1.4103,2.16,17361,3,,34,5,45,60,mm,279,153
507,P301.5501,Xbl1.5501,32.26,1,1,,2,1,50,20,mm,280,20
508,P301.5601,Xbl1.5601,38.74,3960,1,,2,1,80,80,mm,281,19
509,P301.5803,Xwh1.5803,29.68,1466,3,,7,1,52,83,mm,282,40
510,P301.5901,Xbl1.5901,51.6,2647,1,,2,1,40,80,mm,283,48
511,P301.6003,Xwh1.6003,12.88,13139,3,,34,1,20,10,mm,284,2
512,P301.6101,Xbl1.6101,25.76,4021,1,,24,1,15,7,mm,285,39
513,P301.6203,Xwh1.6203,19.28,30,3,,34,1,15,10,mm,286,154
514,P301.6301,Xbl1.6301,38.68,3878,1,,34,1,20,30,mm,287,62
515,P301.652,Xgr01.652,25.76,946,4,,24,28,15,120,mm,288,39
516,P301.6702,Xgr1.6702,6.38,199,4,,34,1,35,35,mm,289,58
517,P301.7501,Sbl1.7501,16.76,506,1,,2,1,40,70,mm,290,7
518,P301.951,Ubl01.951,64.58,3729,1,,34,3,70,40,mm,291,27
519,P301.9601,Ubl1.9601,115.04,2591,1,,34,3,40,80,mm,292,155
520,P301.9701,Ubl1.9701,16.76,3,1,,34,10,10,20,mm,293,7
521,P301.9801,Ubl1.9801,58.08,338,1,,34,28,30,30,mm,294,97
522,P301.9901,Ubl1.9901,102.06,666,1,,34,28,40,80,mm,295,156
523,P302.071,Xbl02.071,5.48,6601,1,,34,1,15,25,mm,296,43
524,P302.073,Xwh02.073,5.48,4055,3,,34,1,15,25,mm,296,43
525,P302.221,Xbl02.221,5.48,5583,1,,34,1,25,15,mm,297,43
526,P302.223,Xgr02.223,5.48,5847,4,,34,1,25,15,mm,297,43
527,P302.232,Xgr02.232,4.26,12758,4,,34,1,23,8,mm,298,157
528,P302.253,Xwh02.253,11.26,456,3,,2,1,35,35,mm,299,73
529,P302.274,Xbl02.274,4.48,226,8,,13,4,27,27,mm,300,141
530,P302.369,Xkh02.369,7.74,2673,22,,2,10,35,35,mm,301,158
531,P302.373,Xwh02.373,6.58,6761,3,,34,10,35,35,mm,302,146
532,P302.391,Xbl02.391,11.32,4808,1,,24,1,25,25,mm,303,159
533,P302.463,Xwh02.463,5.48,5,3,,2,10,25,25,mm,304,43
534,P302.473,Xwh02.473,4.82,21297,3,,2,10,25,25,mm,305,160
535,P302.481,Xbl02.481,7.68,6998,1,,34,4,25,25,mm,306,89
536,P302.4901,Xbl2.4901,12.08,9025,1,,34,,15,5,mm,307,161
537,P302.5301,Xbl2.5301,10.28,9928,1,,34,63,8,20,mm,308,1
538,P302.5402,Xgr2.5402,12.88,654,4,,34,4,15,35,mm,309,162
539,P302.561,Xbl02.561,19.9,4607,1,,34,6,25,10,mm,310,163
540,P302.5701,Xbl2.5701,8.98,6828,1,,34,63,8,20,mm,311,72
541,P302.5902,Xgr2.5902,12.88,3382,4,,34,1,15,25,mm,312,2
542,P302.639,Xbr02.639,7.7,4048,9,,2,1,50,50,mm,313,124
543,P302.6402,Xgr2.6402,10.28,5992,4,,34,10,25,25,mm,314,1
544,P302.661,Xbl02.661,7.7,6904,1,,34,10,25,25,mm,315,124
545,P302.663,Xwh02.663,9.42,3492,3,,34,10,25,25,mm,315,164
546,P302.672,Xgr02.672,7.68,8266,4,,13,4,31,31,mm,316,89
547,P302.682,Xgr02.682,6.58,9478,4,,13,4,31,31,mm,317,146
548,P302.701,Ubl02.701,19.28,2417,1,,24,1,15,15,mm,318,14
549,P302.703,Uwh02.703,19.28,5038,3,,24,1,15,15,mm,318,14
550,P302.705,Ubl02.705,11.02,1139,8,,24,1,15,15,mm,318,165
551,P302.7101,Ubl2.7101,16.76,6919,1,,34,4,13,13,mm,319,7
552,P302.7103,Uwh2.7103,16.76,5880,3,,34,4,13,13,mm,319,7
553,P302.7201,Ubl2.7201,19.28,0,1,,34,1,40,40,mm,320,14
554,P302.752,Xgr02.752,8.98,5472,4,,24,10,40,40,mm,321,72
555,P302.7602,Xgr2.7602,7.7,10261,4,,24,,15,12,mm,322,166
556,P302.801,Xbl02.801,3.3,6119,1,,34,1,30,10,mm,323,167
557,P302.803,Xwh02.803,3.3,6488,3,,34,1,30,10,mm,323,167
558,P302.8101,Xbl2.8101,2.52,41444,1,,34,1,10,10,mm,324,105
559,P302.8401,Xbl2.8401,2.06,49532,1,,34,1,10,10,mm,325,168
560,P302.861,Xbl02.861,12.3,4386,1,,2,4,25,25,mm,326,169
561,P308.149,Xbr08.149,12.86,13115,9,,2,1,80,80,mm,327,36
562,P308.199,Xkh08.199,11.02,4771,22,,2,30,55,80,mm,328,165
563,P308.229,Xbr08.229,7.7,3550,9,,2,1,80,80,mm,329,124
564,P308.239,Xbr08.239,22.08,0,9,,2,35,60,60,mm,330,46
565,P308.251,Xbl08.251,22.62,543,1,,59,18,100,100,mm,331,170
566,P308.261,Xbl08.261,12.86,5237,1,,34,4,70,15,mm,332,36
567,P308.279,Xbr08.279,14.36,1053,9,,2,1,60,60,mm,333,38
568,P308.299,Xkh08.299,3.28,2218,22,,34,10,45,45,mm,334,113
569,P308.359,Xbr08.359,16.76,1869,9,,2,6,45,10,mm,335,7
570,P308.361,Ubl08.361,45.1,5339,1,,34,1,40,80,mm,336,52
571,P308.379,Xbr08.379,19.28,5117,9,,2,1,75,75,mm,337,14
572,P308.389,Xbr08.389,14.16,1885,9,,2,1,75,75,mm,338,171
573,P308.399,Xbr08.399,25.76,6731,9,,3,50,110,25,mm,339,39
574,P308.401,Xbl08.401,27.64,2674,1,,34,18,50,60,mm,340,45
575,P308.403,Xwh08.403,27.64,5944,3,,34,18,50,60,mm,340,45
576,P308.413,Xwh08.413,25.76,578,3,,2,6,70,35,mm,341,39
577,P308.423,Xwh08.423,22.08,1035,3,,34,34,50,50,mm,342,46
578,P308.431,Xbl08.431,13.24,5538,1,,34,10,50,50,mm,343,137
579,P308.433,Xwh08.433,13.24,4173,3,,34,10,50,50,mm,343,137
580,P308.463,Xwh08.463,11.04,4904,3,,34,1,75,25,mm,344,172
581,P308.479,Xbr08.479,25.76,2070,9,,2,1,55,70,mm,345,39
582,P308.493,Xwh08.493,38.74,1897,3,,2,6,55,40,mm,346,19
583,P308.519,Xbr08.519,11.04,2585,9,,2,58,65,80,mm,347,116
584,P308.531,Sgr08.531,43.92,6317,4,,34,37,35,35,mm,348,173
585,P308.541,Sbl08.541,43.92,3364,1,,2,1,45,35,mm,349,173
586,P308.5601,Xbl8.5601,8.98,7425,1,,2,10,65,20,mm,350,72
587,P308.589,Xbr08.589,11.02,1976,9,,7,10,75,75,mm,351,165
588,P308.591,Xbl08.591,16.96,660,1,,34,19,80,40,mm,352,134
589,P308.6103,Xwh8.6103,21.92,6317,3,,34,6,80,18,mm,353,174
590,P308.629,Xbr08.629,9.92,4759,9,,34,58,90,15,mm,354,129
591,P308.6402,Xgr8.6402,46.5,3792,4,,34,6,50,20,mm,355,175
592,P308.652,Xgr08.652,24.5,3799,4,,24,1,85,18,mm,356,33
593,P308.661,Xbl08.661,15.44,2938,1,,34,1,70,70,mm,357,117
594,P308.663,Xwh08.663,15.44,1996,3,,34,1,70,70,mm,357,117
595,P308.672,Xgr08.672,16.58,4098,4,,24,2,30,7,mm,358,66
596,P308.682,Xgr08.682,16.76,6660,4,,24,1,85,15,mm,359,7
597,P308.693,Xwh08.693,22.62,0,3,,34,10,50,20,mm,360,170
598,P308.729,Xkh08.729,7.7,4011,22,,34,1,70,70,mm,361,124
599,P308.739,Xbr08.739,6.58,2849,9,,2,10,65,25,mm,362,146
600,P308.741,Pbl08.741,14.64,2330,1,,2,50,50,20,mm,363,
601,P308.941,Xbl08.941,18.08,5682,1,,60,1,70,30,mm,364,57
602,P309.0003,Xwh9.0003,29.62,5490,3,,2,53,50,15,mm,365,176
603,P309.0101,Xbl9.0101,16.76,3975,1,,34,4,50,50,mm,366,7
604,P309.0103,Xwh9.0103,16.76,1653,3,,34,4,50,50,mm,366,7
605,P309.0201,Xbl9.0201,51.6,1592,1,,34,1,60,5,mm,367,48
606,P309.0301,Sbl9.0301,37.42,1616,1,,2,1,100,40,mm,368,177
607,P309.0401,Sbl9.0401,42.58,2730,1,,2,31,70,70,mm,369,11
608,P309.0501,Sbl9.0501,45.1,1758,1,,2,6,55,80,mm,370,52
609,P309.0601,Xbl9.0601,29.62,394,1,,34,5,40,20,mm,371,176
610,P309.0701,Sbl9.0701,37.42,1442,1,,59,1,200,160,mm,372,177
611,P309.0800,Xtr9.0800,29.62,1497,5,,7,4,64,115,mm,373,176
612,P309.0901,Xbl9.0901,16.82,7542,1,,34,6,50,25,mm,374,178
613,P309.1002,Xgr9.1002,19.28,6837,4,,34,6,50,25,mm,375,14
614,P309.1101,Xbl9.1101,20.66,360,1,,34,6,35,10,mm,376,75
615,P309.5001,Ubl9.5001,47.76,1846,1,,34,32,60,20,mm,377,54
616,P309.5101,Ubl9.5101,48.38,2637,1,,34,6,40,20,mm,378,179
617,P309.5301,Ubl9.5301,32.26,2521,1,,34,28,30,10,mm,379,20
618,P309.5402,Ugr9.5402,115.04,88,4,,34,1,40,40,mm,380,155
619,P311.0403,Xwh1.0403,12.88,2,3,,34,6,20,13,mm,381,2
620,P311.1301,Xbl1.1301,21.92,2950,1,,34,1,25,20,mm,382,174
621,P320.041,Xbl20.041,6.44,6059,1,,59,36,60,120,mm,383,180
622,P320.062,Xan20.062,4.48,814,17,,59,36,140,140,mm,384,141
623,P320.082,Xan20.082,2.54,0,17,,59,36,80,160,mm,385,181
624,P322.081,Xbl22.081,22.62,913,1,,34,1,40,60,mm,386,182
625,P322.083,Xwh22.083,22.62,1739,3,,34,1,40,60,mm,386,182
626,P322.142,Xgr22.142,56.82,978,4,,34,6,35,35,mm,387,183
627,P322.241,Xbl22.241,38.74,1342,1,,34,1,70,40,mm,388,19
628,P322.242,Xsi22.242,38.74,2391,21,,34,1,70,40,mm,388,19
629,P322.259,Xbr22.259,24.5,423,9,,2,1,50,70,mm,389,33
630,P322.261,Xbl22.261,33.16,111,1,,34,6,40,20,mm,390,184
631,P322.281,Xbl22.281,31,2469,1,,34,1,35,60,mm,391,185
632,P322.299,Xkh22.299,25.76,2122,22,,34,1,80,40,mm,392,8
633,P322.331,Xbl22.331,64.58,596,1,,34,1,80,40,mm,393,27
634,P322.341,Xbl22.341,38.74,0,1,,34,1,60,10,mm,394,19
635,P322.359,Xbr22.359,37.42,1341,9,,2,6,50,50,mm,395,177
636,P322.361,Xbl22.361,38.74,2763,1,,34,1,55,10,mm,396,19
637,P322.379,Xbr22.379,21.86,3553,9,,2,1,50,80,mm,397,9
638,P322.389,Xbr22.389,32.26,101,9,,2,6,55,45,mm,398,20
639,P322.399,Xbr22.399,38.74,1956,9,,2,6,65,15,mm,399,19
640,P322.401,Xbl22.401,19.88,0,1,,34,3,50,70,mm,400,21
641,P322.403,Xwh22.403,19.88,0,3,,34,3,50,70,mm,400,21
642,P322.411,Xbl22.411,38.74,2846,1,,34,1,45,50,mm,401,19
643,P322.413,Xwh22.413,38.74,1314,3,,34,1,45,50,mm,401,19
644,P322.420,Xan22.420,15.44,6762,17,,34,1,40,80,mm,402,186
645,P322.421,Xbl22.421,15.44,3078,1,,34,1,40,80,mm,402,186
646,P322.422,Xsi22.422,15.44,10646,21,,34,1,40,80,mm,402,186
647,P322.425,Xbl22.425,15.44,349,8,,34,1,40,80,mm,402,186
648,P322.431,Xbl22.431,31,3127,1,,34,1,40,80,mm,403,185
649,P322.451,Xbl22.451,64.58,2329,1,,34,7,50,50,mm,404,27
650,P322.481,Xbl22.481,38.66,0,1,,34,1,80,30,mm,405,50
651,P322.4901,Xbl2.4901,9.92,8,1,,34,1,70,15,mm,406,187
652,P322.5301,Xbl2.5301,21.92,6231,1,,34,1,70,7,mm,407,174
653,P322.5401,Xbl2.5401,29.68,5852,1,,34,1,70,25,mm,408,40
654,P322.5501,Xbl2.5501,10.52,10,1,,34,1,40,60,mm,409,188
655,P322.5601,Xbl2.5601,16.58,0,1,,34,1,40,80,mm,410,121
656,P322.5701,Xbl2.5701,22.08,0,1,,34,1,40,80,mm,411,46
657,P322.5801,Xbl2.5801,25.76,1997,1,,34,1,40,80,mm,412,39
658,P322.5901,Xbl2.5901,16.52,2608,1,,34,1,40,60,mm,413,119
659,P322.5903,Xwh2.5903,16.52,1586,3,,34,1,40,60,mm,413,119
660,P322.6001,Xbl2.6001,29.62,1848,1,,34,1,40,80,mm,414,176
661,P322.6002,Xsi2.6002,29.62,2007,21,,34,1,40,80,mm,414,176
662,P322.611,Xbl22.611,15.44,1271,1,,34,1,45,60,mm,415,189
663,P322.613,Xwh22.613,15.44,14,3,,34,1,45,60,mm,415,189
664,P322.621,Xbl22.621,22.08,1357,1,,34,6,40,20,mm,416,46
665,P322.623,Xwh22.623,22.08,2732,3,,34,6,40,20,mm,416,46
666,P322.632,Xgr22.632,51.66,72,4,,24,1,45,120,mm,417,67
667,P322.642,Xgr22.642,28.3,86,4,,24,6,45,15,mm,418,190
668,P322.661,Xbl22.661,25.38,2789,1,,34,1,40,60,mm,419,191
669,P322.663,Xwh22.663,18.8,1781,3,,34,1,40,60,mm,419,192
670,P322.671,Xbl22.671,32.2,2525,1,,34,6,45,40,mm,420,193
671,P322.673,Xwh22.673,32.2,3796,3,,34,6,45,40,mm,420,193
672,P322.682,Xgr22.682,21,2072,4,,24,1,45,90,mm,421,44
673,P322.701,Ubl22.701,49.08,2436,1,,34,1,35,50,mm,422,194
674,P322.703,Uwh22.703,49.08,3173,3,,34,1,35,50,mm,422,194
675,P322.705,Ubl22.705,49.08,1075,8,,34,1,35,50,mm,422,194
676,P322.7101,Ubl2.7101,58.08,1290,1,,34,3,15,50,mm,423,97
677,P322.7201,Ubl2.7201,64.58,0,1,,34,3,15,50,mm,424,27
678,P322.751,Ubl22.751,64.58,2892,1,,34,1,35,60,mm,425,27
679,P322.753,Uwh22.753,64.58,2174,3,,34,1,35,60,mm,425,27
680,P322.755,Ubl22.755,64.58,1073,8,,34,1,35,60,mm,425,27
681,P322.7602,Ugr2.7602,51.6,0,4,,34,6,25,20,mm,426,48
682,P322.7702,Ugr2.7702,96.9,3,4,,34,6,25,30,mm,427,195
683,P322.7802,Ugr2.7802,103.32,0,4,,34,6,25,70,mm,428,196
684,P322.801,Xbl22.801,77.42,1781,1,,34,1,40,80,mm,429,22
685,P322.811,Ubl22.811,42.58,9351,1,,34,3,60,80,mm,430,11
686,P322.812,Usi22.812,42.58,10474,21,,34,3,60,80,mm,430,11
687,P322.821,Ubl22.821,51.6,11631,1,,34,3,60,60,mm,431,48
688,P322.822,Usi22.822,51.6,8478,21,,34,3,60,60,mm,431,48
689,P322.832,Usi22.832,64.58,750,21,,34,3,20,10,mm,432,27
690,P322.841,Ubl22.841,64.58,3033,1,,34,3,60,60,mm,433,27
691,P322.842,Usi22.842,64.58,7241,21,,34,3,60,60,mm,433,27
692,P322.8501,Ubl2.8501,36.1,1900,1,,34,1,60,10,mm,434,197
693,P322.8503,Uwh2.8503,36.1,1754,3,,34,1,60,10,mm,434,197
694,P322.8505,Ubl2.8505,36.1,2483,8,,34,1,60,10,mm,434,197
695,P322.8601,Ubl2.8601,42.02,1281,1,,34,1,30,10,mm,435,198
696,P322.8603,Uwh2.8603,42.02,1910,3,,34,1,30,10,mm,435,198
697,P322.8605,Ubl2.8605,42.02,1308,8,,34,1,30,10,mm,435,198
698,P322.8701,Ubl2.8701,42.02,1447,1,,34,1,40,50,mm,436,198
699,P322.8801,Ubl2.8801,58.08,583,1,,34,1,40,80,mm,437,97
700,P322.8901,Xbl2.8901,28.42,4230,1,,34,3,40,70,mm,438,199
701,P322.9001,Xbl2.9001,24.5,23,1,,34,3,40,60,mm,439,15
702,P322.9003,Xwh2.9003,24.5,59,3,,34,3,40,60,mm,439,15
703,P323.051,Xbl23.051,19.88,463,1,,34,1,50,15,mm,440,21
704,P323.061,Xbl23.061,27.64,985,1,,34,1,50,15,mm,441,45
705,P324.190,Xsi24.190,9.92,1909,21,,24,1,50,22,mm,442,187
706,P324.673,Xwh24.673,37.42,1337,3,,34,1,40,80,mm,443,177
707,P324.693,Xwh24.693,33.92,7,3,,34,2,50,15,mm,444,200
708,P324.791,Xbl24.791,19.82,3756,1,,34,1,40,60,mm,445,201
709,P324.793,Xwh24.793,19.82,1754,3,,34,1,40,60,mm,445,201
710,P326.4301,Xbl6.4301,25.76,0,1,,34,30,7,35,mm,446,39
711,P326.542,Xgr26.542,18.8,161,4,,34,51,25,15,mm,447,26
712,P327.102,Xsi27.102,3.82,2641,21,,23,38,50,6,mm,448,55
713,P328.009,Xbl28.009,21,32,1,,34,1,25,40,mm,449,44
714,P328.072,Xgr28.072,50.38,462,4,,34,35,50,50,mm,450,202
715,P328.119,Xbl28.119,32.08,1023,1,,34,1,35,50,mm,451,69
716,P328.211,Xbl28.211,15.44,2750,1,,34,28,15,40,mm,452,186
717,P328.341,Xbl28.341,38.74,1831,1,,34,51,40,13,mm,453,19
718,P328.351,Xbl28.351,51.6,2359,1,,34,51,10,30,mm,454,48
719,P328.681,Xbl28.681,21,1053,1,,34,29,30,30,mm,455,44
720,P328.719,Xkh28.719,16.52,2366,22,,34,6,25,8,mm,456,47
721,P329.011,Xbl29.011,9.92,34,1,,34,1,30,30,mm,457,203
722,P329.093,Xwh29.093,22.08,3,3,,34,1,35,10,mm,458,46
723,P329.111,Sbl29.111,22.08,0,1,,34,10,40,13,mm,459,46
724,P329.121,Xbl29.121,22.08,868,1,,34,10,45,45,mm,460,46
