id,sku,revised_sku,price,stock,color_id,size_id,print_option,print_position,max_print_width,max_print_height,print_area_unit,product_id,bulk_discount_plan_id
4642,T9303.004.L,ire.004.L,20.04,1298,47,5,59,26,100,100,mm,1261,
4643,T9303.004.M,ire.004.M,20.04,1282,47,4,59,26,100,100,mm,1261,
4644,T9303.004.S,ire.004.S,20.04,609,47,3,59,26,100,100,mm,1261,
4645,T9303.004.XL,ire004.XL,20.04,861,47,6,59,26,100,100,mm,1261,
4646,T9303.004.XS,ire004.XS,20.04,263,47,2,59,26,100,100,mm,1261,
4647,T9303.004.XXL,ire04.XXL,20.04,396,47,7,59,26,100,100,mm,1261,
4648,T9303.004.XXS,ire04.XXS,20.04,20,47,1,59,26,100,100,mm,1261,
4649,T9303.004.XXXL,ire4.XXXL,20.04,115,47,8,59,26,100,100,mm,1261,
4650,T9303.005.L,ifo.005.L,20.04,1492,40,5,59,26,100,100,mm,1261,
4651,T9303.005.M,ifo.005.M,20.04,1517,40,4,59,26,100,100,mm,1261,
4652,T9303.005.S,ifo.005.S,20.04,869,40,3,59,26,100,100,mm,1261,
4653,T9303.005.XL,ifo005.XL,20.04,978,40,6,59,26,100,100,mm,1261,
4654,T9303.005.XS,ifo005.XS,20.04,297,40,2,59,26,100,100,mm,1261,
4655,T9303.005.XXL,ifo05.XXL,20.04,436,40,7,59,26,100,100,mm,1261,
4656,T9303.005.XXS,ifo05.XXS,20.04,22,40,1,59,26,100,100,mm,1261,
4657,T9303.005.XXXL,ifo5.XXXL,20.04,114,40,8,59,26,100,100,mm,1261,
4658,T9303.006.L,ide.006.L,20.04,1762,31,5,59,26,100,100,mm,1261,
4659,T9303.006.M,ide.006.M,20.04,1759,31,4,59,26,100,100,mm,1261,
4660,T9303.006.S,ide.006.S,20.04,1020,31,3,59,26,100,100,mm,1261,
4661,T9303.006.XL,ide006.XL,20.04,1098,31,6,59,26,100,100,mm,1261,
4662,T9303.006.XS,ide006.XS,20.04,295,31,2,59,26,100,100,mm,1261,
4663,T9303.006.XXL,ide06.XXL,20.04,444,31,7,59,26,100,100,mm,1261,
4664,T9303.006.XXS,ide06.XXS,20.04,40,31,1,59,26,100,100,mm,1261,
4665,T9303.006.XXXL,ide6.XXXL,20.04,128,31,8,59,26,100,100,mm,1261,
4666,T9303.007.L,ibu.007.L,20.04,733,55,5,59,26,100,100,mm,1261,
4667,T9303.007.M,ibu.007.M,20.04,756,55,4,59,26,100,100,mm,1261,
4668,T9303.007.S,ibu.007.S,20.04,442,55,3,59,26,100,100,mm,1261,
4669,T9303.007.XL,ibu007.XL,20.04,506,55,6,59,26,100,100,mm,1261,
4670,T9303.007.XS,ibu007.XS,20.04,163,55,2,59,26,100,100,mm,1261,
4671,T9303.007.XXL,ibu07.XXL,20.04,219,55,7,59,26,100,100,mm,1261,
4672,T9303.007.XXS,ibu07.XXS,20.04,15,55,1,59,26,100,100,mm,1261,
4673,T9303.007.XXXL,ibu7.XXXL,20.04,74,55,8,59,26,100,100,mm,1261,
4674,T9303.018.4XL,ina18.4XL,20.04,54,48,9,59,26,100,100,mm,1261,
4675,T9303.018.5XL,ina18.5XL,20.04,25,48,10,59,26,100,100,mm,1261,
4676,T9303.018.L,ina.018.L,20.04,1354,48,5,59,26,100,100,mm,1261,
4677,T9303.018.M,ina.018.M,20.04,1363,48,4,59,26,100,100,mm,1261,
4678,T9303.018.S,ina.018.S,20.04,821,48,3,59,26,100,100,mm,1261,
4679,T9303.018.XL,ina018.XL,20.04,898,48,6,59,26,100,100,mm,1261,
4680,T9303.018.XS,ina018.XS,20.04,256,48,2,59,26,100,100,mm,1261,
4681,T9303.018.XXL,ina18.XXL,20.04,472,48,7,59,26,100,100,mm,1261,
4682,T9303.018.XXS,ina18.XXS,20.04,14,48,1,59,26,100,100,mm,1261,
4683,T9303.018.XXXL,ina8.XXXL,20.04,127,48,8,59,26,100,100,mm,1261,
4684,T9303.019.L,ian.019.L,20.04,2098,17,5,59,26,100,100,mm,1261,
4685,T9303.019.M,ian.019.M,20.04,2202,17,4,59,26,100,100,mm,1261,
4686,T9303.019.S,ian.019.S,20.04,1224,17,3,59,26,100,100,mm,1261,
4687,T9303.019.XL,ian019.XL,20.04,1198,17,6,59,26,100,100,mm,1261,
4688,T9303.019.XS,ian019.XS,20.04,474,17,2,59,26,100,100,mm,1261,
4689,T9303.019.XXL,ian19.XXL,20.04,332,17,7,59,26,100,100,mm,1261,
4690,T9303.019.XXS,ian19.XXS,20.04,58,17,1,59,26,100,100,mm,1261,
4691,T9303.019.XXXL,ian9.XXXL,20.04,139,17,8,59,26,100,100,mm,1261,
4692,T9303.020.L,ikh.020.L,20.04,1074,22,5,59,26,100,100,mm,1261,
4693,T9303.020.M,ikh.020.M,20.04,1069,22,4,59,26,100,100,mm,1261,
4694,T9303.020.S,ikh.020.S,20.04,601,22,3,59,26,100,100,mm,1261,
4695,T9303.020.XL,ikh020.XL,20.04,693,22,6,59,26,100,100,mm,1261,
4696,T9303.020.XS,ikh020.XS,20.04,174,22,2,59,26,100,100,mm,1261,
4697,T9303.020.XXL,ikh20.XXL,20.04,233,22,7,59,26,100,100,mm,1261,
4698,T9303.020.XXS,ikh20.XXS,20.04,6,22,1,59,26,100,100,mm,1261,
4699,T9303.020.XXXL,ikh0.XXXL,20.04,73,22,8,59,26,100,100,mm,1261,
4700,T9303.022.L,isk.022.L,20.04,1436,38,5,59,26,100,100,mm,1261,
4701,T9303.022.M,isk.022.M,20.04,1327,38,4,59,26,100,100,mm,1261,
4702,T9303.022.S,isk.022.S,20.04,660,38,3,59,26,100,100,mm,1261,
4703,T9303.022.XL,isk022.XL,20.04,929,38,6,59,26,100,100,mm,1261,
4704,T9303.022.XS,isk022.XS,20.04,253,38,2,59,26,100,100,mm,1261,
4705,T9303.022.XXL,isk22.XXL,20.04,391,38,7,59,26,100,100,mm,1261,
4706,T9303.022.XXS,isk22.XXS,20.04,32,38,1,59,26,100,100,mm,1261,
4707,T9303.022.XXXL,isk2.XXXL,20.04,108,38,8,59,26,100,100,mm,1261,
4708,T9303.023.L,iic.023.L,20.04,916,41,5,59,26,100,100,mm,1261,
4709,T9303.023.M,iic.023.M,20.04,788,41,4,59,26,100,100,mm,1261,
4710,T9303.023.S,iic.023.S,20.04,440,41,3,59,26,100,100,mm,1261,
4711,T9303.023.XL,iic023.XL,20.04,564,41,6,59,26,100,100,mm,1261,
4712,T9303.023.XS,iic023.XS,20.04,144,41,2,59,26,100,100,mm,1261,
4713,T9303.023.XXL,iic23.XXL,20.04,223,41,7,59,26,100,100,mm,1261,
4714,T9303.023.XXS,iic23.XXS,20.04,14,41,1,59,26,100,100,mm,1261,
4715,T9303.023.XXXL,iic3.XXXL,20.04,74,41,8,59,26,100,100,mm,1261,
4716,T9303.025.L,iro.025.L,20.04,766,27,5,59,26,100,100,mm,1261,
4717,T9303.025.M,iro.025.M,20.04,786,27,4,59,26,100,100,mm,1261,
4718,T9303.025.S,iro.025.S,20.04,463,27,3,59,26,100,100,mm,1261,
4719,T9303.025.XL,iro025.XL,20.04,454,27,6,59,26,100,100,mm,1261,
4720,T9303.025.XS,iro025.XS,20.04,111,27,2,59,26,100,100,mm,1261,
4721,T9303.025.XXL,iro25.XXL,20.04,190,27,7,59,26,100,100,mm,1261,
4722,T9303.025.XXS,iro25.XXS,20.04,40,27,1,59,26,100,100,mm,1261,
4723,T9303.025.XXXL,iro5.XXXL,20.04,58,27,8,59,26,100,100,mm,1261,
4724,T9303.029.L,ire.029.L,20.04,2727,18,5,59,26,100,100,mm,1261,
4725,T9303.029.M,ire.029.M,20.04,2708,18,4,59,26,100,100,mm,1261,
4726,T9303.029.S,ire.029.S,20.04,1519,18,3,59,26,100,100,mm,1261,
4727,T9303.029.XL,ire029.XL,20.04,1722,18,6,59,26,100,100,mm,1261,
4728,T9303.029.XS,ire029.XS,20.04,442,18,2,59,26,100,100,mm,1261,
4729,T9303.029.XXL,ire29.XXL,20.04,644,18,7,59,26,100,100,mm,1261,
4730,T9303.029.XXS,ire29.XXS,20.04,80,18,1,59,26,100,100,mm,1261,
4731,T9303.029.XXXL,ire9.XXXL,20.04,195,18,8,59,26,100,100,mm,1261,
4732,T9303.032.4XL,ili32.4XL,20.04,66,49,9,59,26,100,100,mm,1261,
4733,T9303.032.5XL,ili32.5XL,20.04,38,49,10,59,26,100,100,mm,1261,
4734,T9303.032.L,ili.032.L,20.04,1729,49,5,59,26,100,100,mm,1261,
4735,T9303.032.M,ili.032.M,20.04,1725,49,4,59,26,100,100,mm,1261,
4736,T9303.032.S,ili.032.S,20.04,744,49,3,59,26,100,100,mm,1261,
4737,T9303.032.XL,ili032.XL,20.04,1170,49,6,59,26,100,100,mm,1261,
4738,T9303.032.XS,ili032.XS,20.04,273,49,2,59,26,100,100,mm,1261,
4739,T9303.032.XXL,ili32.XXL,20.04,529,49,7,59,26,100,100,mm,1261,
4740,T9303.032.XXS,ili32.XXS,20.04,16,49,1,59,26,100,100,mm,1261,
4741,T9303.032.XXXL,ili2.XXXL,20.04,123,49,8,59,26,100,100,mm,1261,
4742,T9303.034.L,ili.034.L,20.04,2165,64,5,59,26,100,100,mm,1261,
4743,T9303.034.M,ili.034.M,20.04,2100,64,4,59,26,100,100,mm,1261,
4744,T9303.034.S,ili.034.S,20.04,1229,64,3,59,26,100,100,mm,1261,
4745,T9303.034.XL,ili034.XL,20.04,1315,64,6,59,26,100,100,mm,1261,
4746,T9303.034.XS,ili034.XS,20.04,339,64,2,59,26,100,100,mm,1261,
4747,T9303.034.XXL,ili34.XXL,20.04,551,64,7,59,26,100,100,mm,1261,
4748,T9303.034.XXS,ili34.XXS,20.04,39,64,1,59,26,100,100,mm,1261,
4749,T9303.034.XXXL,ili4.XXXL,20.04,180,64,8,59,26,100,100,mm,1261,
4750,T9303.036.L,icr.036.L,20.04,1182,50,5,59,26,100,100,mm,1261,
4751,T9303.036.M,icr.036.M,20.04,1197,50,4,59,26,100,100,mm,1261,
4752,T9303.036.S,icr.036.S,20.04,634,50,3,59,26,100,100,mm,1261,
4753,T9303.036.XL,icr036.XL,20.04,764,50,6,59,26,100,100,mm,1261,
4754,T9303.036.XS,icr036.XS,20.04,203,50,2,59,26,100,100,mm,1261,
4755,T9303.036.XXL,icr36.XXL,20.04,282,50,7,59,26,100,100,mm,1261,
4756,T9303.036.XXS,icr36.XXS,20.04,15,50,1,59,26,100,100,mm,1261,
4757,T9303.036.XXXL,icr6.XXXL,20.04,99,50,8,59,26,100,100,mm,1261,
4758,T9303.037.L,icr.037.L,20.04,1252,51,5,59,26,100,100,mm,1261,
4759,T9303.037.M,icr.037.M,20.04,1223,51,4,59,26,100,100,mm,1261,
4760,T9303.037.S,icr.037.S,20.04,702,51,3,59,26,100,100,mm,1261,
4761,T9303.037.XL,icr037.XL,20.04,759,51,6,59,26,100,100,mm,1261,
4762,T9303.037.XS,icr037.XS,20.04,163,51,2,59,26,100,100,mm,1261,
4763,T9303.037.XXL,icr37.XXL,20.04,292,51,7,59,26,100,100,mm,1261,
4764,T9303.037.XXS,icr37.XXS,20.04,54,51,1,59,26,100,100,mm,1261,
4765,T9303.037.XXXL,icr7.XXXL,20.04,96,51,8,59,26,100,100,mm,1261,
4766,T9303.038.L,ipe.038.L,20.04,1251,52,5,59,26,100,100,mm,1261,
4767,T9303.038.M,ipe.038.M,20.04,1294,52,4,59,26,100,100,mm,1261,
4768,T9303.038.S,ipe.038.S,20.04,727,52,3,59,26,100,100,mm,1261,
4769,T9303.038.XL,ipe038.XL,20.04,782,52,6,59,26,100,100,mm,1261,
4770,T9303.038.XS,ipe038.XS,20.04,182,52,2,59,26,100,100,mm,1261,
4771,T9303.038.XXL,ipe38.XXL,20.04,286,52,7,59,26,100,100,mm,1261,
4772,T9303.038.XXS,ipe38.XXS,20.04,57,52,1,59,26,100,100,mm,1261,
4773,T9303.038.XXXL,ipe8.XXXL,20.04,78,52,8,59,26,100,100,mm,1261,
4774,T9303.039.L,icl.039.L,20.04,950,53,5,59,26,100,100,mm,1261,
4775,T9303.039.M,icl.039.M,20.04,868,53,4,59,26,100,100,mm,1261,
4776,T9303.039.S,icl.039.S,20.04,489,53,3,59,26,100,100,mm,1261,
4777,T9303.039.XL,icl039.XL,20.04,586,53,6,59,26,100,100,mm,1261,
4778,T9303.039.XS,icl039.XS,20.04,167,53,2,59,26,100,100,mm,1261,
4779,T9303.039.XXL,icl39.XXL,20.04,227,53,7,59,26,100,100,mm,1261,
4780,T9303.039.XXS,icl39.XXS,20.04,18,53,1,59,26,100,100,mm,1261,
4781,T9303.039.XXXL,icl9.XXXL,20.04,80,53,8,59,26,100,100,mm,1261,
4782,T9303.040.L,iiv.040.L,20.04,2540,54,5,59,26,100,100,mm,1261,
4783,T9303.040.M,iiv.040.M,20.04,2382,54,4,59,26,100,100,mm,1261,
4784,T9303.040.S,iiv.040.S,20.04,1498,54,3,59,26,100,100,mm,1261,
4785,T9303.040.XL,iiv040.XL,20.04,1491,54,6,59,26,100,100,mm,1261,
4786,T9303.040.XS,iiv040.XS,20.04,505,54,2,59,26,100,100,mm,1261,
4787,T9303.040.XXL,iiv40.XXL,20.04,621,54,7,59,26,100,100,mm,1261,
4788,T9303.040.XXS,iiv40.XXS,20.04,100,54,1,59,26,100,100,mm,1261,
4789,T9303.040.XXXL,iiv0.XXXL,20.04,227,54,8,59,26,100,100,mm,1261,
4790,T9303.044.L,ior.044.L,20.04,1054,7,5,59,26,100,100,mm,1261,
4791,T9303.044.M,ior.044.M,20.04,1065,7,4,59,26,100,100,mm,1261,
4792,T9303.044.S,ior.044.S,20.04,593,7,3,59,26,100,100,mm,1261,
4793,T9303.044.XL,ior044.XL,20.04,664,7,6,59,26,100,100,mm,1261,
4794,T9303.044.XS,ior044.XS,20.04,160,7,2,59,26,100,100,mm,1261,
4795,T9303.044.XXL,ior44.XXL,20.04,275,7,7,59,26,100,100,mm,1261,
4796,T9303.044.XXS,ior44.XXS,20.04,40,7,1,59,26,100,100,mm,1261,
4797,T9303.044.XXXL,ior4.XXXL,20.04,76,7,8,59,26,100,100,mm,1261,
4798,T9303.045.L,iye.045.L,20.04,742,15,5,59,26,100,100,mm,1261,
4799,T9303.045.M,iye.045.M,20.04,784,15,4,59,26,100,100,mm,1261,
4800,T9303.045.S,iye.045.S,20.04,453,15,3,59,26,100,100,mm,1261,
4801,T9303.045.XL,iye045.XL,20.04,466,15,6,59,26,100,100,mm,1261,
4802,T9303.045.XS,iye045.XS,20.04,115,15,2,59,26,100,100,mm,1261,
4803,T9303.045.XXL,iye45.XXL,20.04,186,15,7,59,26,100,100,mm,1261,
4804,T9303.045.XXS,iye45.XXS,20.04,40,15,1,59,26,100,100,mm,1261,
4805,T9303.045.XXXL,iye5.XXXL,20.04,49,15,8,59,26,100,100,mm,1261,
4806,T9400.001.4XL,ibl01.4XL,28.54,149,1,9,59,1,270,200,mm,1262,
4807,T9400.001.5XL,ibl01.5XL,28.54,147,1,10,59,1,270,200,mm,1262,
4808,T9400.001.L,ibl.001.L,28.54,5268,1,5,59,1,270,200,mm,1262,
4809,T9400.001.M,ibl.001.M,28.54,6588,1,4,59,1,270,200,mm,1262,
4810,T9400.001.S,ibl.001.S,28.54,4992,1,3,59,1,270,200,mm,1262,
4811,T9400.001.XL,ibl001.XL,28.54,3500,1,6,59,1,270,200,mm,1262,
4812,T9400.001.XS,ibl001.XS,28.54,1670,1,2,59,1,270,200,mm,1262,
4813,T9400.001.XXL,ibl01.XXL,28.54,1518,1,7,59,1,270,200,mm,1262,
4814,T9400.001.XXS,ibl01.XXS,28.54,203,1,1,59,1,270,200,mm,1262,
4815,T9400.001.XXXL,ibl1.XXXL,28.54,607,1,8,59,1,270,200,mm,1262,
4816,T9400.002.4XL,ina02.4XL,28.54,105,2,9,59,1,270,200,mm,1262,
4817,T9400.002.5XL,ina02.5XL,28.54,87,2,10,59,1,270,200,mm,1262,
4818,T9400.002.L,ina.002.L,28.54,8119,2,5,59,1,270,200,mm,1262,
4819,T9400.002.M,ina.002.M,28.54,7378,2,4,59,1,270,200,mm,1262,
4820,T9400.002.S,ina.002.S,28.54,5494,2,3,59,1,270,200,mm,1262,
4821,T9400.002.XL,ina002.XL,28.54,4266,2,6,59,1,270,200,mm,1262,
4822,T9400.002.XS,ina002.XS,28.54,2105,2,2,59,1,270,200,mm,1262,
4823,T9400.002.XXL,ina02.XXL,28.54,1734,2,7,59,1,270,200,mm,1262,
4824,T9400.002.XXS,ina02.XXS,28.54,311,2,1,59,1,270,200,mm,1262,
4825,T9400.002.XXXL,ina2.XXXL,28.54,440,2,8,59,1,270,200,mm,1262,
4826,T9400.004.L,ire.004.L,28.54,0,47,5,59,1,270,200,mm,1262,
4827,T9400.004.M,ire.004.M,28.54,0,47,4,59,1,270,200,mm,1262,
4828,T9400.004.S,ire.004.S,28.54,0,47,3,59,1,270,200,mm,1262,
4829,T9400.004.XL,ire004.XL,28.54,0,47,6,59,1,270,200,mm,1262,
4830,T9400.004.XS,ire004.XS,28.54,0,47,2,59,1,270,200,mm,1262,
4831,T9400.004.XXL,ire04.XXL,28.54,0,47,7,59,1,270,200,mm,1262,
4832,T9400.004.XXS,ire04.XXS,28.54,0,47,1,59,1,270,200,mm,1262,
4833,T9400.004.XXXL,ire4.XXXL,28.54,0,47,8,59,1,270,200,mm,1262,
4834,T9400.005.L,ifo.005.L,28.54,365,40,5,59,1,270,200,mm,1262,
4835,T9400.005.M,ifo.005.M,28.54,391,40,4,59,1,270,200,mm,1262,
4836,T9400.005.S,ifo.005.S,28.54,390,40,3,59,1,270,200,mm,1262,
4837,T9400.005.XL,ifo005.XL,28.54,385,40,6,59,1,270,200,mm,1262,
4838,T9400.005.XS,ifo005.XS,28.54,122,40,2,59,1,270,200,mm,1262,
4839,T9400.005.XXL,ifo05.XXL,28.54,178,40,7,59,1,270,200,mm,1262,
4840,T9400.005.XXS,ifo05.XXS,28.54,41,40,1,59,1,270,200,mm,1262,
4841,T9400.005.XXXL,ifo5.XXXL,28.54,25,40,8,59,1,270,200,mm,1262,
4842,T9400.006.L,ide.006.L,28.54,865,31,5,59,1,270,200,mm,1262,
4843,T9400.006.M,ide.006.M,28.54,957,31,4,59,1,270,200,mm,1262,
4844,T9400.006.S,ide.006.S,28.54,641,31,3,59,1,270,200,mm,1262,
4845,T9400.006.XL,ide006.XL,28.54,682,31,6,59,1,270,200,mm,1262,
4846,T9400.006.XS,ide006.XS,28.54,208,31,2,59,1,270,200,mm,1262,
4847,T9400.006.XXL,ide06.XXL,28.54,264,31,7,59,1,270,200,mm,1262,
4848,T9400.006.XXS,ide06.XXS,28.54,49,31,1,59,1,270,200,mm,1262,
4849,T9400.006.XXXL,ide6.XXXL,28.54,93,31,8,59,1,270,200,mm,1262,
4850,T9400.007.L,ibu.007.L,28.54,305,55,5,59,1,270,200,mm,1262,
4851,T9400.007.M,ibu.007.M,28.54,422,55,4,59,1,270,200,mm,1262,
4852,T9400.007.S,ibu.007.S,28.54,251,55,3,59,1,270,200,mm,1262,
4853,T9400.007.XL,ibu007.XL,28.54,290,55,6,59,1,270,200,mm,1262,
4854,T9400.007.XS,ibu007.XS,28.54,114,55,2,59,1,270,200,mm,1262,
4855,T9400.007.XXL,ibu07.XXL,28.54,197,55,7,59,1,270,200,mm,1262,
4856,T9400.007.XXS,ibu07.XXS,28.54,0,55,1,59,1,270,200,mm,1262,
4857,T9400.007.XXXL,ibu7.XXXL,28.54,55,55,8,59,1,270,200,mm,1262,
4858,T9400.008.L,ilu.008.L,28.54,610,33,5,59,1,270,200,mm,1262,
4859,T9400.008.M,ilu.008.M,28.54,666,33,4,59,1,270,200,mm,1262,
4860,T9400.008.S,ilu.008.S,28.54,368,33,3,59,1,270,200,mm,1262,
4861,T9400.008.XL,ilu008.XL,28.54,372,33,6,59,1,270,200,mm,1262,
4862,T9400.008.XS,ilu008.XS,28.54,87,33,2,59,1,270,200,mm,1262,
4863,T9400.008.XXL,ilu08.XXL,28.54,185,33,7,59,1,270,200,mm,1262,
4864,T9400.008.XXS,ilu08.XXS,28.54,75,33,1,59,1,270,200,mm,1262,
4865,T9400.008.XXXL,ilu8.XXXL,28.54,57,33,8,59,1,270,200,mm,1262,
4866,T9400.009.L,ive.009.L,28.54,903,35,5,59,1,270,200,mm,1262,
4867,T9400.009.M,ive.009.M,28.54,823,35,4,59,1,270,200,mm,1262,
4868,T9400.009.S,ive.009.S,28.54,438,35,3,59,1,270,200,mm,1262,
4869,T9400.009.XL,ive009.XL,28.54,610,35,6,59,1,270,200,mm,1262,
4870,T9400.009.XS,ive009.XS,28.54,128,35,2,59,1,270,200,mm,1262,
4871,T9400.009.XXL,ive09.XXL,28.54,267,35,7,59,1,270,200,mm,1262,
4872,T9400.009.XXS,ive09.XXS,28.54,55,35,1,59,1,270,200,mm,1262,
4873,T9400.009.XXXL,ive9.XXXL,28.54,86,35,8,59,1,270,200,mm,1262,
4874,T9400.010.L,itr.010.L,28.54,390,34,5,59,1,270,200,mm,1262,
4875,T9400.010.M,itr.010.M,28.54,417,34,4,59,1,270,200,mm,1262,
4876,T9400.010.S,itr.010.S,28.54,247,34,3,59,1,270,200,mm,1262,
4877,T9400.010.XL,itr010.XL,28.54,262,34,6,59,1,270,200,mm,1262,
4878,T9400.010.XS,itr010.XS,28.54,66,34,2,59,1,270,200,mm,1262,
4879,T9400.010.XXL,itr10.XXL,28.54,166,34,7,59,1,270,200,mm,1262,
4880,T9400.010.XXS,itr10.XXS,28.54,56,34,1,59,1,270,200,mm,1262,
4881,T9400.010.XXXL,itr0.XXXL,28.54,57,34,8,59,1,270,200,mm,1262,
4882,T9400.011.L,ila.011.L,28.54,318,32,5,59,1,270,200,mm,1262,
4883,T9400.011.M,ila.011.M,28.54,294,32,4,59,1,270,200,mm,1262,
4884,T9400.011.S,ila.011.S,28.54,163,32,3,59,1,270,200,mm,1262,
4885,T9400.011.XL,ila011.XL,28.54,231,32,6,59,1,270,200,mm,1262,
4886,T9400.011.XS,ila011.XS,28.54,29,32,2,59,1,270,200,mm,1262,
4887,T9400.011.XXL,ila11.XXL,28.54,68,32,7,59,1,270,200,mm,1262,
4888,T9400.011.XXS,ila11.XXS,28.54,36,32,1,59,1,270,200,mm,1262,
4889,T9400.011.XXXL,ila1.XXXL,28.54,19,32,8,59,1,270,200,mm,1262,
4890,T9400.012.L,isu.012.L,28.54,570,36,5,59,1,270,200,mm,1262,
4891,T9400.012.M,isu.012.M,28.54,533,36,4,59,1,270,200,mm,1262,
4892,T9400.012.S,isu.012.S,28.54,327,36,3,59,1,270,200,mm,1262,
4893,T9400.012.XL,isu012.XL,28.54,374,36,6,59,1,270,200,mm,1262,
4894,T9400.012.XS,isu012.XS,28.54,102,36,2,59,1,270,200,mm,1262,
4895,T9400.012.XXL,isu12.XXL,28.54,171,36,7,59,1,270,200,mm,1262,
4896,T9400.012.XXS,isu12.XXS,28.54,56,36,1,59,1,270,200,mm,1262,
4897,T9400.012.XXXL,isu2.XXXL,28.54,50,36,8,59,1,270,200,mm,1262,
4898,T9400.019.L,ian.019.L,28.54,491,17,5,59,1,270,200,mm,1262,
4899,T9400.019.M,ian.019.M,28.54,532,17,4,59,1,270,200,mm,1262,
4900,T9400.019.S,ian.019.S,28.54,350,17,3,59,1,270,200,mm,1262,
4901,T9400.019.XL,ian019.XL,28.54,298,17,6,59,1,270,200,mm,1262,
4902,T9400.019.XS,ian019.XS,28.54,108,17,2,59,1,270,200,mm,1262,
4903,T9400.019.XXL,ian19.XXL,28.54,115,17,7,59,1,270,200,mm,1262,
4904,T9400.019.XXS,ian19.XXS,28.54,0,17,1,59,1,270,200,mm,1262,
4905,T9400.019.XXXL,ian9.XXXL,28.54,31,17,8,59,1,270,200,mm,1262,
4906,T9400.021.L,ioc.021.L,28.54,424,57,5,59,1,270,200,mm,1262,
4907,T9400.021.M,ioc.021.M,28.54,427,57,4,59,1,270,200,mm,1262,
4908,T9400.021.S,ioc.021.S,28.54,241,57,3,59,1,270,200,mm,1262,
4909,T9400.021.XL,ioc021.XL,28.54,265,57,6,59,1,270,200,mm,1262,
4910,T9400.021.XS,ioc021.XS,28.54,89,57,2,59,1,270,200,mm,1262,
4911,T9400.021.XXL,ioc21.XXL,28.54,113,57,7,59,1,270,200,mm,1262,
4912,T9400.021.XXS,ioc21.XXS,28.54,0,57,1,59,1,270,200,mm,1262,
4913,T9400.022.L,isk.022.L,28.54,674,38,5,59,1,270,200,mm,1262,
4914,T9400.022.M,isk.022.M,28.54,628,38,4,59,1,270,200,mm,1262,
4915,T9400.022.S,isk.022.S,28.54,293,38,3,59,1,270,200,mm,1262,
4916,T9400.022.XL,isk022.XL,28.54,402,38,6,59,1,270,200,mm,1262,
4917,T9400.022.XS,isk022.XS,28.54,105,38,2,59,1,270,200,mm,1262,
4918,T9400.022.XXL,isk22.XXL,28.54,138,38,7,59,1,270,200,mm,1262,
4919,T9400.022.XXS,isk22.XXS,28.54,0,38,1,59,1,270,200,mm,1262,
4920,T9400.022.XXXL,isk2.XXXL,28.54,41,38,8,59,1,270,200,mm,1262,
4921,T9400.023.L,iic.023.L,28.54,500,41,5,59,1,270,200,mm,1262,
4922,T9400.023.M,iic.023.M,28.54,402,41,4,59,1,270,200,mm,1262,
4923,T9400.023.S,iic.023.S,28.54,291,41,3,59,1,270,200,mm,1262,
4924,T9400.023.XL,iic023.XL,28.54,306,41,6,59,1,270,200,mm,1262,
4925,T9400.023.XS,iic023.XS,28.54,66,41,2,59,1,270,200,mm,1262,
4926,T9400.023.XXL,iic23.XXL,28.54,127,41,7,59,1,270,200,mm,1262,
4927,T9400.023.XXS,iic23.XXS,28.54,0,41,1,59,1,270,200,mm,1262,
4928,T9400.023.XXXL,iic3.XXXL,28.54,42,41,8,59,1,270,200,mm,1262,
4929,T9400.025.L,iro.025.L,28.54,526,27,5,59,1,270,200,mm,1262,
4930,T9400.025.M,iro.025.M,28.54,595,27,4,59,1,270,200,mm,1262,
4931,T9400.025.S,iro.025.S,28.54,368,27,3,59,1,270,200,mm,1262,
4932,T9400.025.XL,iro025.XL,28.54,375,27,6,59,1,270,200,mm,1262,
4933,T9400.025.XS,iro025.XS,28.54,68,27,2,59,1,270,200,mm,1262,
4934,T9400.025.XXL,iro25.XXL,28.54,147,27,7,59,1,270,200,mm,1262,
4935,T9400.025.XXS,iro25.XXS,28.54,0,27,1,59,1,270,200,mm,1262,
4936,T9400.025.XXXL,iro5.XXXL,28.54,63,27,8,59,1,270,200,mm,1262,
4937,T9400.029.L,ire.029.L,28.54,380,18,5,59,1,270,200,mm,1262,
4938,T9400.029.M,ire.029.M,28.54,339,18,4,59,1,270,200,mm,1262,
4939,T9400.029.S,ire.029.S,28.54,323,18,3,59,1,270,200,mm,1262,
4940,T9400.029.XL,ire029.XL,28.54,269,18,6,59,1,270,200,mm,1262,
4941,T9400.029.XS,ire029.XS,28.54,146,18,2,59,1,270,200,mm,1262,
4942,T9400.029.XXL,ire29.XXL,28.54,133,18,7,59,1,270,200,mm,1262,
4943,T9400.029.XXS,ire29.XXS,28.54,0,18,1,59,1,270,200,mm,1262,
4944,T9400.029.XXXL,ire9.XXXL,28.54,55,18,8,59,1,270,200,mm,1262,
4945,T9401.013.4XL,ihe13.4XL,28.54,73,56,9,59,1,270,200,mm,1263,
4946,T9401.013.5XL,ihe13.5XL,28.54,47,56,10,59,1,270,200,mm,1263,
4947,T9401.013.L,ihe.013.L,28.54,1949,56,5,59,1,270,200,mm,1263,
4948,T9401.013.M,ihe.013.M,28.54,2079,56,4,59,1,270,200,mm,1263,
4949,T9401.013.S,ihe.013.S,28.54,1618,56,3,59,1,270,200,mm,1263,
